id,title,description,rism,date,century,century_id,provenance,provenance_detail,provenance_id,segment,summary,indexing_notes,liturgical_occasions,indexing_date,drupal_path
source_605,"Bamberg, Staatsbibliothek, lit. 25 (olim Ed.IV.11)","Five manuscripts of the Bamberg tradition survive (Bamberg, lit. 22, 23, 24, 25, 26). Bamberg, lit. 23 was used by Hesbert in his Corpus Antiphonalium Officii (it is his manuscript ""B""), but of these five manuscripts, only Bamberg, lit. 25 is written in staff notation (the other four consist of non-diastematic neumes). As the only one transcribable into modern notation, it is a valuable key to the musical tradition of Bamberg. Unfortunately, Bamberg, lit. 25 is incomplete; numerous folios are missing from the codex. Nevertheless, it has its treasures: most notably, the Office of Afra (83r-87r) and the Translation of Kunegunde (97r-99v). The latter is printed in full in Analecta hymnica, vol. 26, pp. 224-227.Differentiae are designated by a letter that indicates the pitch on which the differentia ends; where necessary, additional numbers are used to distinguish differentiae of the same mode that end on the same pitch.Each chant not found in CAO is assigned an arbitrary number prefixed by ""bam"".",D-BAs,1200s,13th century,century_1200_1299,Bamberg,Bamberg,provenance_019,cantus,"Late-thirteenth-century antiphoner from Bamberg Cathedral (Bamberg, Germany). 24.5 x 17 cm. German notation on a four-line staff; F and C clefs. Cathedral cursus. 151 folios. Twenty-nine lacunae.",The index for D-BAs lit. 25 was prepared by Lila Collamore and Joseph P. Metzinger (The Catholic University of America).,"Ff. 1-55: Winter Temporale and Sanctorale. 1r-12v, First through Fourth Sundays of Advent; lacuna; 13r-16v, Stephen; lacuna; 17r-20v, John to Holy Innocents; lacuna; 21r-23v, Circumcision to Epiphany; lacuna; 24r-30v, Ferial Office (Tuesday) to Agnes; lacuna; 31r-32v, Purification; lacuna; 33r-36v, Agatha, Gregory; lacuna; 37r-39v, Gregory, Benedict; lacuna; 40r-42v, Septuagesima; lacuna; 43r, Ash Wednesday; lacuna; 44r-47v, First through Second Sundays of Lent; lacuna; 48, Second Sunday of Lent; lacuna; 49, Palm Sunday; lacuna; 50r-51v, Holy Week; lacuna; 52r-53v, Good Friday; lacuna; 54r-55v, Holy Saturday; lacuna.
Ff. 56-110v: Summer Temporale and Sanctorale. 56r-59v, Paschaltide; lacuna; 60, Common of Saints in Eastertide; lacuna; 61, Philip and James, Finding of the Cross; lacuna; 62r-66v, Finding of the Cross to Ascension; lacuna; 67, Pentecost; lacuna; 69r, Trinity; 71v-77v, John the Baptist to Peter and Paul; lacuna; 78r-91v, Mary Magdalene to Assumption (83r-87r, Afra; 87r, Laurence); lacuna; 92r-96v, Assumption to Nativity of Mary; lacuna; 97r-99v, Translation of Kunegunde; lacuna; 100r-103v, Martin to Cecilia; lacuna; 104r-110r, Catherine to Nicholas.
Ff. 110v-122v: Common of Saints. 110v, Apostles; 112v, Martyrs; 115v, Single Martyr; 117v, Single Confessor; 120v, Virgins.
Ff. 122v-124v: Dedication of a Church (lacuna between folios 123 and 124). Ff. 125r-139r: Summer Histories (lacunae between folios 136 and 137, and 138 and 139). Ff. 139r-144v: Sundays after Pentecost. Ff. 145r-146v: Office for the Dead (lacuna between folios 145 and 146). Ff. 146r-151v: Invitatory Tones.",by 1993,http://cantus.uwaterloo.ca/source/123594
source_606,"London, British Library, Additional 23935",,GB-Lbl,1260s,13th century (1250-1275),century_1250_1274,Paris,,provenance_121,cantus,Dominican antiphoner.,,,,http://cantus.uwaterloo.ca/source/637892
source_607,"Private Collection, USA, Frag0002","Single leaf from an antiphoner. Square notation in black ink on red five-line staves with F- and C-clefs; 6 lines per folio side. Rounded textual script suggests the sixteenth century or later. 50.5 x 37.5 cm, with a principal writing space of 37.2 x 24.5 cm. Acquired at an estate sale in California, USA. Currently in the private collection of S. Helak (2018).",,,16th century,century_1500_1599,,estate sale in the US (CA),,cantus,Fragmented leaf from an antiphoner. Sixteenth century (?).,,Sexagesima Sunday (Lauds to Vespers),12 August 2018,http://cantus.uwaterloo.ca/source/675559
source_608,"Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.2 (rkp. Perg. 14)","Provenance (origin): one of the three original manuscripts for the Carmelite convent in Kraków (along with Kraków Ms.1 and Wrocław 12025/IV); copied in Prague and brought to Kraków for the foundation of the convent in 1397
Provenance (usage): Kraków, Carmelite convent
Provenance (subsequent history): still in the library of the Kraków Carmelite convent
Noteworthy Details: This is one of six antiphoners indexed by CANTUS that were used at the Carmelite convent in Kraków. The other five manuscripts are:
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.1 (rkp. Perg. 12)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.3 (rkp. Perg. 15)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.4 (rkp. Perg. 20)
    Kraków, Klastor OO. Karmelitów na Piasku (Carmelite Convent), Ms.5 (rkp. Perg. 13)
    Wrocław, Zakład Narodowy im. Ossolińskich, Biblioteka, Rkp. 12025/IV
[rkp. Perg. = Rękopis Pergament; The manuscripts still remaining at the Carmelite convent in Kraków have been numbered (Ms. 1 - Ms. 5) chronologically, earliest to latest, by James Boyce. The ""rękopis"" (Polish for 'manuscript') numbers assigned by Jerzy Gołos, who ordered the sources by size from largest to smallest, have been retained in parentheses with the abbreviation ""rkp"".]
Contributors to MS Description: JB (08/2006), ed. DL (08/2007, 01/2008).",PL-Kkar,1397,,,Kraków,Kraków,provenance_077,cantus,Antiphoner. 270 ff. Writing Material: parchment. 350 x 520 mm. Secular cursus.,"The index for PL-Kkar 2 (Rkp 14) was prepared by James Boyce, O. Carm. (Fordham University) with editorial assistance from Andrew Mitchell (University of Western Ontario).",,21 November 2006,http://cantus.uwaterloo.ca/source/123708
source_609,The Poissy Antiphonal,,AUS-Msl,1335-1345,,,Poissy-St Louis,Poissy-St Louis,provenance_126,cantus,,,,,http://cantus.uwaterloo.ca/source/123745
source_610,"Stuttgart, Württembergische Landesbibliothek, cod. bibl., 2o 20","In hand written catalog Discussed in Oesh:  Berno u. Herman v. Reichenau ... Bern 1961, 144 Klaus Gamber.  Codices liturgici latini antiquiores 1963, Nr. 796b Austellung Romanische Kunst in Oestereich. 2. Aufl. 1964. S 75 K. Holter, In:  Handschriftenbeschreibung in Oestereich.  1975, S. 41-50 Kellner.  Musikgeschichte des Stiftes Kremsmünster.  1956. S. 51f 31 x 23From Kremsmünster (Oesch)From Sankt-Paul-in-Lavanthal (Kruckenberg)Varia  1-5r added sequences, alleluia,etc.  Calendar  5v-12r {8}  12v table  13rb single, with added sequenes (alleluias)Graduale 61vSequentiary 62-72r no notation, text only,  two quires, first with missing folio a. 6, with f. 2 missing, thus 65 a single in present binding b. 8Sequences written in two columns,  with little attention (or no)  given to line breaks.",D-Sl,12 (Oesch),12th century (1st half),century_1100_1149,Lavanthal,Sankt-Paul-in Lavanthal,provenance_083,bower,,,,,http://cantus.uwaterloo.ca/source/123912
source_611,"Montréal, McGill University - Humanities and Social Sciences Library McLennan-Redpath, MS medieval 170 (fragment)",,CDN-Mlr,,,,Italy,,provenance_071,cantus,,,,,http://cantus.uwaterloo.ca/source/693585
source_612,"Aachen, Bischöfliche Diözesanbibliothek, 13 (XII)",a=Western Repertoireb=Eastern Repertoirec=added sequences at end of Germanic series.Note absence of Advent sequences in this source.,D-AAd,xiii,13th century (1200-1225),century_1200_1224,Aachen,Aachen,provenance_001,bower,,,,,http://cantus.uwaterloo.ca/source/123934
source_613,"København (Copenhagen), Det kongelige Bibliotek Slotsholmen, Gl. Kgl. S. 3449, 8o [14] XIV","This manuscript and the other sixteen volumes were created for use at the Augsburg Cathedral. This multi-volume antiphoner is not well-known. It is not included in the recent catalogues of the Danish Royal Library, and so, has been identified with its old signature (""Gl. Kgl. Saml. 3449 8°"") from a library catalogue of the year 1784 (Gl. kgl. Saml. = Old Royal Collection). The Catalogus manuscriptorum in Octavo Bibliothecae Regiae (1784) lists this source as ""Breviarium in Membrana eleganti, rubris miniatis et litt. init. auro et coloribus distinctis, cont. Hymnos per totum annum Notis Musicis interlinearibus distinctos, ut et Lectiones nonullas (XVII Vol.)""

Copenhagen 3449 8o constitutes the only preserved Office source for the liturgy of Augsburg cathedral; it contains more or less the whole chant repertoire. The printed antiphoner edited by Ratdolt in 1495 (London, British Library, printed book IB. 6753) and some manuscript antiphoners from the fifteenth and sixteenth centuries follow the cathedral liturgy but contain principally chants for Vespers. The texts of the chant repertoire contained in Copenhagen 3449 8o are already found in manuscript and printed breviaries of the fifteenth century. These breviaries also contain the texts of a large number of late medieval special Offices (amongst others, for the two Augsburg saints Afra and Ulrich) and responsory prosulae, all of which are found in Copenhagen 3449 8o.

Apart from the profusion of special offices, the chant repertoire is quite typical of south German sources, with analogies to the Hirsau tradition (but with secular cursus). A synopsis of antiphon melodies (cf. doctoral thesis of Robert Klugseder on the chant tradition of the Benedictine monastery of SS Ulrich & Afra in Augsburg) also allies Copenhagen 3449 8o to a group of other south German sources (e.g. Zwiefalten, Bamberg, St Emmeram Regensburg etc.).

It is difficult to say why this antiphoner was copied so late in the sixteenth century. The distinct traces of usage indicate that it was not produced simply as an item for the archives. After the confusions of the Reformation and the reorganization of the liturgy after the Council of Trent, no one would expect such an antiphoner to have been made.

The tradition of the Augsburg cathedral church, represented by Copenhagen 3449 8o, has no similarities with the late medieval tradition of the monastery of SS Ulrich & Afra in Augsburg (D-Mbs clm 4303ff). The later tradition clearly reflects the influence of the “Melk reform.” However, the Copenhagen source has many similarities with the antiphoner in two volumes from Kranj (Krainburg) in Slovenia (Ljubljana 18 and 19). These books were written in Augsburg in 1491 and conform to a large extent with the liturgical tradition of Augsburg cathedral.

It is unknown how the books came to Denmark, but it was probably during the Thirty Years' War. The manuscript was at the Copenhagen Library by 1787.

An unusual characteristic of this manuscript is that, for all antiphons, the first verse of each psalm or canticle has been written out in full and completely notated. These psalm- and canticle-verses, not usually present in antiphoners, have been assigned individual records in this index. These entries have been indicated with ""PS"" in the genre field (for both psalm and canticle texts); psalm numbers and canticle names have been entered into the addendum field.

The differentiae within each mode have been numbered with a two-digit system: an upper-case letter indicating the final pitch of the differentia and a sequentially-ordered numeral. Differentiae that vary only in terms of immediately repeated notes, neumation, or the presence or absence of liquesence have been assigned the same two-digit differentia code, but are distinguished with a lowercase letter suffix (e.g. A1a, A1b, A1c, etc.).

Manuscript written on parchment with red borders, octavo format. Brown leather cover, originally with clasps (now damaged), binders in the corners, stamps with gold imprinting. The manuscript is in a good state of preservation aside from the worn covers. The front cover has a Christus monogram with a cross and Corpus Christi, and the back cover shows Maria and Madonna with child (orb and sceptre, Madonna with corona on crescent moon). Important feasts feature rich illuminations, including f. 1r (Andrew); f. 25v (Barbara); and f. 54r (Nicholas of Bari). The text is written in Gothic script with red and blue initials.",DK-Kk,c. 1580,16th century (1575-1600),century_1575_1599,Augsburg,Augsburg,provenance_016,cantus,"Fourteenth volume of an antiphoner in seventeen volumes. The book is titled ""Breviarium per totum annum"" and was created for use at the Augsburg Cathedral. 209 folios. 160 x 110 mm. German Gothic neumes on a four-line red staff. 5 staves per folio side.","The inventories for all volumes of DK-Kk 3449 8o were prepared by Robert Klugseder (Universität Regensburg), with proofreading by Andrew Mitchell (The University of Western Ontario), and editorial assistance from Debra Lacoste (The University of Western Ontario). The manuscript description was written by Robert Klugseder (April 2006), with editing by Debra Lacoste (January 2007, July 2019), and Rebecca Shaw (June 2019).","Temporale and Sanctorale, Part 14: f. 1r, Andrew; f. 25v, Barbara; f. 54r, Nicholas of Bari; f. 84v, Conception of Mary; f. 116r, Lucy; f. 127r, Adelaide; f. 130r, Thomas; f. 134v, Christmas Eve; f. 138r, Antony; f. 169r, Prisca; f. 170r, Pope Fabian and Sebastian; f. 199v, Agnes",posted online 23 June 2006; manuscript description edited 2019;,http://cantus.uwaterloo.ca/source/123702
source_614,"Einsiedeln, Stiftsbibliothek, Codex 121","This manuscript consists of two parts. The first part (pp.1-428) is the oldest complete surviving Gradual with adiastematic neumes. Besides the Mass chants, in order throughout the liturgical year, there are appendices of Alleluia verses, hymns, antiphons for several occasions, and a neumed versicularium (Psalmi ad Communionem). The first page(s) are missing; the Gradual starts with the Alleluia Ostende nobis Domine of the 1st Sunday in Advent. In the Gradual, the Temporale and Sanctorale are not separated. Verses for the offertories are given with neumes. The Gradual section is known for the extraordinary usage of litterae significativae within the neume notation.

The second part of the codex (pp. 429-599) contains sequences by Notker from St. Gall (ca. 840-912); throughout this section the text forms the main body of each page with adiastematic neumes in the margins. 

The codex was written in Einsiedeln, likely for the third abbot of the cloister, Gregor the Englishman. Some chants are neumed by later hands. The pages of Einsiedeln 121 are numbered with a modern hand in black ink in the upper outside corners of the leaves (pp. 1-600); there is no original numbering. The manuscript includes various illuminated letters, mostly in the Gradual, and three large illustrations that cover the entire page: an ornamented monogram (p. 204: In die sancto Resurrectionis Domini ad Missam), the ornamented “Resurrexi” of Easter Sunday’s Introit (p. 205), and another ornamented monogram (p. 436: In nomine Domini incipit Lyber Ymnorum Notkeri).",CH-E,960-970,10th century,century_0900_0999,Einsiedeln,,provenance_047,cantus,"Late tenth-century manuscript (about 960-970) from the abbey of Einsiedeln, known for its section with sequences of Notker from St. Gall. 600 pages. 105 x 160 cm. Adiastematic neumes. Monastic cursus.","The inventory for CH-E 121 was prepared by Mirka Maria Tiede (Eberhard Karls Universität Tübingen), with editorial assistance from Alessandra Ignesti (McGill University) and Inga Behrendt (Eberhard Karls Universität Tübingen). Manuscript description written by Inga Behrendt with editorial assistance from Debra Lacoste (University of Waterloo).","Pp. 1-428: Temporale/Sanctorale: p.1, Dom. 1 Adventus; p. 2, Dom. 2 Adventus; p. 5, Luciae; p. 7, Dom. 3 Adventus; p. 21, Dom. 4 Adventus; p. 22, Vigilia Nat. Domini; p. 24, Nativitas Domini; p. 33, Stephani; p. 37, Joannis Evang.; p. 41, Nat. Innocentium; p. 44, Silvestri; p. 46, Nativitas Mariae; p. 48, Dom. p. Nat. Dom.; p. 50, Epiphania; p. 53, Dom. 1 p. Epiphaniam; p. 55, Felicis; p. 57, Dom. 2 p. Epiph.; p. 59, Marcelli, Pont.; p. 62, Priscae; p. 63, Fabiani, Sebastiani; p. 67, Dom. 3. p. Epiph.; p. 69, Vincentii; p. 70, Agnetis; p. 71, Purificatio Mariae; p. 75, Agathae; p. 77, Valentini; p. 78, Gregorii; p. 80, Annuntiatio Mariae; p. 81, Dom. Septuagesimae; p. 84, Dom. Sexagesimae; p. 88, Dom. Quinquagesimae; p. 91, Fer. 4 Cinerum; p. 99, Dom. Quadragesimae; p. 117, Dom. 2 Quadragesimae; p. 131, Dom. 3 Quadragesimae; p. 146, Dom. 4 Quadragesimae; p. 163, Dom. de Passione; p. 180, Dom. in Palmis; p. 194, Fer. 5 in Cena Dom.; p. 196, Fer. 6 in Parasceve; p. 200, Sabbato Sancto; p. 205, Dom. Resurrectionis; p. 223, Sabbato in Albis; p. 225, Octava Paschae; p. 228, Dom. 3 p. Pascha; p. 231, Dom. 4 p. Pascha; p. 233, Dom. 5 p. Pascha; p. 234, Tiburtii, Valeriani; p. 235, Georgii; p. 238, In Letaniis maj.; p. 240, Vitalis Agricolae Mart.; p. 241, Philippi, Jacobi; p. 243, Alexandri et sociorum; p. 244, Gordiani, Epimachi; p. 245, Pancratii et sociorum; p. 246, In Dedicatione Eccl.; p. 248, Pudentianae Pudentis; p. 248, Ascensio Domini; p. 252, Dom. post Ascensionem; p. 253, Urbani; p. 253, Sabbato Pent.; p. 255, Dom. Pentecostes; p. 261, Marcellini, Petri; p. 262 Primi, Feliciani; p. 263, Cyrici; p. 265 Marci, Marcellini; p. 265, Gervasii, Protasii; p. 266, Vig. Joannis Bapt.; p. 267, Joannis Baptistae; p. 269, Joannis, Pauli; p. 271, Vig. Petri; p. 274, Petri; p. 277, Pauli; p. 279, Processi, Martiniani; p. 280, Septem Fratrum; p. 281, Octava Apostolorum; p. 281, Praxedis; p. 281, Apollinaris; p. 282, Simplicii et sociorum; p. 283, Abdonis, Sennis; p. 283, Stephani Pont.; p. 284, Sixti; p. 285, Felicissimi, Agapiti; p. 285, Cyriaci et Soc.; p. 286, Vigilia Laurentii; p. 288, Laurentii; p. 289, Tiburtii, Susannae; p. 290, Hippolyti; p. 291, Eusebii; p. 292, Assumptio Mariae; p. 293, Octava Laurentii; p. 293, Agapiti; p. 294, Timothei; p. 294, Hermetis; p. 295, Sabinae; p. 296, Felicis, Adaucti; p. 296, Adriani; p. 297, Gorgonii; p. 299, Proti, Hiacinthi; p. 299, Exaltatio Crucis; p. 299, Cornelii, Cypriani; p. 300, Nicomedis; p. 300, Luciae, Germiniani; p. 300, Vigilia Matthaei; p. 301, Matthaei; p. 301, Cosmae, Damiani; p. 301, Ded. Mont. S. Michaelis; p. 304, Vigilia Simonis, Judae; p. 304, Simonis, Judae; p. 305, Caesarii, Juliani; p. 305, Quat. Coronatorum; p. 306, Theodori Tiro; p. 306, Mennae; p. 306, Martini; p. 306, Caeciliae; p. 308, Clementis; p. 308, Chrysogoni; p. 309, Vigilia Andreae, p. 310, Andreae; p. 311, De Trinitate; p. 313-342: Dom. 2 post Pent.-Dom. 23 p. Pent.; p. 343, Incipiunt Alleluia de Circulo anni; p. 372 Hymni; pp. 377-416: Antiphonae; pp. 417-427: Psalmi ad Communionem; p. 428, chant incipits. Pp. 429-599: Sequences.",Spring & Summer 2017; proofreading completed in 2019; ms description uploaded 20 Feb 2020,http://cantus.uwaterloo.ca/source/666647
